pie_version,product,sysversion,vaid,imei,day,id,start_time,end_time,formatted_start_time,formatted_end_time,name,charge,screen,foreground_duration,background_duration,foreground_energy,background_energy,foreground_energy_per_hour,background_energy_per_hour,total_energy_per_hour,event_date,anomaly_label,anomaly_score,is_anomaly
Android 9,vivo X80,V11.2.1.0,VA736408,312396911104568,Saturday,ID000222,1747797892,1747810347,2025-05-20 23:24:52,2025-05-21 02:52:27,com.UCMobile,17,0,11442,1013,1290,315,405.87,1119.45,463.91,2025-05-20,-1,-0.014608223013755528,True
Android 9,vivo iQOO 9,V13.1.2.0,VA478638,456318793018226,Tuesday,ID000223,1747766392,1747772480,2025-05-20 14:39:52,2025-05-20 16:21:20,com.tencent.qqlive,61,0,1458,4630,130,14,320.99,10.89,85.15,2025-05-20,1,0.14604248152186522,False
Android 9,vivo X90,V12.5.3.0,VA326222,548080148097220,Friday,ID000224,1748017252,1748026901,2025-05-23 12:20:52,2025-05-23 15:01:41,com.android.systemui,65,0,910,8739,189,56,747.69,23.07,91.41,2025-05-23,1,0.15673948747268313,False
Android 9,vivo S15,V13.1.2.0,VA424960,675676280914373,Tuesday,ID000225,1746693112,1746706565,2025-05-08 04:31:52,2025-05-08 08:16:05,com.ss.android.ugc.aweme,64,1,1261,12192,176,92,502.46,27.17,71.72,2025-05-08,1,0.1311238772412312,False
Android 9,vivo NEX 3S,V13.0.1.0,VA160718,197067310922170,Thursday,ID000226,1748557612,1748571018,2025-05-29 18:26:52,2025-05-29 22:10:18,com.tencent.mobileqq,71,0,693,12713,199,89,1033.77,25.2,77.34,2025-05-29,1,0.12111107636381374,False
Android 9,vivo NEX 3S,V13.0.1.0,VA835575,284456009211785,Thursday,ID000227,1746235972,1746251325,2025-05-02 21:32:52,2025-05-03 01:48:45,com.sina.weibo,83,1,1744,13609,76,26,156.88,6.88,23.92,2025-05-02,1,0.13387038624054937,False
Android 9,vivo NEX 3S,V13.1.2.0,VA908903,133053638372743,Wednesday,ID000228,1746661732,1746675800,2025-05-07 19:48:52,2025-05-07 23:43:20,com.UCMobile,64,1,598,13470,157,85,945.15,22.72,61.93,2025-05-07,1,0.12795520996420884,False
Android 9,vivo iQOO 9,V12.5.3.0,VA158132,287890074088203,Wednesday,ID000229,1748405812,1748419891,2025-05-28 00:16:52,2025-05-28 04:11:31,com.qiyi.video,74,0,1235,12844,195,19,568.42,5.33,54.72,2025-05-28,1,0.1367933190663006,False
Android 9,vivo X90,V13.1.2.0,VA356430,631158802985479,Wednesday,ID000230,1747817692,1747828682,2025-05-21 04:54:52,2025-05-21 07:58:02,com.tencent.tmgp.sgame,86,1,132,10858,192,99,5236.36,32.82,95.32,2025-05-21,1,0.022739165027334418,False
Android 9,vivo X80,V12.1.0.0,VA855276,405407908594916,Sunday,ID000231,1748630572,1748634672,2025-05-30 14:42:52,2025-05-30 15:51:12,com.tencent.mm,93,1,1438,2662,55,33,137.69,44.63,77.27,2025-05-30,1,0.13310355278612362,False
Android 9,vivo X90,V12.1.0.0,VA396020,468505233466290,Monday,ID000232,1747350352,1747362046,2025-05-15 19:05:52,2025-05-15 22:20:46,com.dianping.v1,75,1,657,11037,87,99,476.71,32.29,57.26,2025-05-15,1,0.1504113262645264,False
Android 9,vivo iQOO 9,V12.1.0.0,VA910143,320025917044310,Saturday,ID000233,1746386272,1746388544,2025-05-04 15:17:52,2025-05-04 15:55:44,com.youku.phone,74,1,368,1904,114,8,1115.22,15.13,193.31,2025-05-04,1,0.10770973641671516,False
Android 9,vivo NEX 3S,V13.1.2.0,VA451291,954475159884006,Saturday,ID000234,1747747192,1747758152,2025-05-20 09:19:52,2025-05-20 12:22:32,com.tencent.mm,91,0,480,10480,70,58,525.0,19.92,42.04,2025-05-20,1,0.16189339102366773,False
Android 9,vivo NEX 3S,V12.5.3.0,VA197545,685197220460334,Thursday,ID000235,1746927412,1746938960,2025-05-10 21:36:52,2025-05-11 00:49:20,com.android.systemui,68,1,233,11315,34,69,525.32,21.95,32.11,2025-05-10,1,0.14498781236804598,False
Android 9,vivo X90,V11.2.1.0,VA695403,589746798331167,Saturday,ID000236,1746262252,1746271195,2025-05-03 04:50:52,2025-05-03 07:19:55,com.baidu.BaiduMap,80,1,705,8238,189,99,965.11,43.26,115.93,2025-05-03,1,0.11801252124261108,False
Android 9,vivo S15,V13.0.1.0,VA178315,328234319678684,Tuesday,ID000237,1746730792,1746740353,2025-05-08 14:59:52,2025-05-08 17:39:13,com.tencent.mobileqq,86,1,396,9165,129,45,1172.73,17.68,65.52,2025-05-08,1,0.1707769656180062,False
Android 9,vivo X80,V12.1.0.0,VA423284,398373368111587,Sunday,ID000238,1748602552,1748616580,2025-05-30 06:55:52,2025-05-30 10:49:40,com.netease.cloudmusic,62,1,683,13345,188,82,990.92,22.12,69.29,2025-05-30,1,0.1110841035923642,False
Android 9,vivo X80,V13.1.2.0,VA845702,546132665840927,Friday,ID000239,1748706412,1748709137,2025-05-31 11:46:52,2025-05-31 12:32:17,com.youku.phone,95,0,416,2309,113,62,977.88,96.67,231.19,2025-05-31,1,0.07989192124082445,False
Android 9,vivo X90,V12.1.0.0,VA206857,993751787269482,Tuesday,ID000240,1748610172,1748614628,2025-05-30 09:02:52,2025-05-30 10:17:08,com.android.phone,83,0,515,3941,60,56,419.42,51.15,93.72,2025-05-30,1,0.15983430213130845,False
Android 9,vivo iQOO 9,V11.2.1.0,VA371393,124541765196849,Monday,ID000241,1748277472,1748284952,2025-05-26 12:37:52,2025-05-26 14:42:32,com.tencent.mm,89,0,248,7232,41,10,595.16,4.98,24.55,2025-05-26,1,0.14291044880325626,False
Android 9,vivo iQOO 9,V12.1.0.0,VA961599,544729795038430,Thursday,ID000242,1748823772,1748829873,2025-06-01 20:22:52,2025-06-01 22:04:33,com.dianping.v1,77,0,784,5317,57,40,261.73,27.08,57.24,2025-06-01,1,0.1849991656771406,False
Android 9,vivo X90,V11.2.1.0,VA749253,376731687745326,Saturday,ID000243,1748036392,1748040232,2025-05-23 17:39:52,2025-05-23 18:43:52,com.sina.weibo,84,1,1041,2799,32,40,110.66,51.45,67.5,2025-05-23,1,0.1605660085601901,False
Android 9,vivo X80,V11.2.1.0,VA361250,712105004442404,Sunday,ID000244,1748823352,1748835115,2025-06-01 20:15:52,2025-06-01 23:31:55,com.baidu.BaiduMap,92,1,1042,10721,134,49,462.96,16.45,56.01,2025-06-01,1,0.1590279101994832,False
Android 9,vivo S15,V13.0.1.0,VA127329,772292600411615,Tuesday,ID000245,1748840572,1748852072,2025-06-02 01:02:52,2025-06-02 04:14:32,com.taobao.taobao,74,0,1026,10474,101,79,354.39,27.15,56.35,2025-06-02,1,0.17609386256824167,False
Android 9,vivo X80,V13.0.1.0,VA379473,162950206339377,Sunday,ID000246,1746250192,1746260048,2025-05-03 01:29:52,2025-05-03 04:14:08,com.tencent.tmgp.sgame,71,1,1693,8163,100,27,212.64,11.91,46.39,2025-05-03,1,0.1674715692800715,False
Android 9,vivo NEX 3S,V12.5.3.0,VA720298,892013565365156,Saturday,ID000247,1747852192,1747862501,2025-05-21 14:29:52,2025-05-21 17:21:41,com.UCMobile,71,0,445,9864,148,44,1197.3,16.06,67.05,2025-05-21,1,0.1713634901865776,False
Android 9,vivo X90,V13.1.2.0,VA343923,346357613253269,Monday,ID000248,1747433152,1747439569,2025-05-16 18:05:52,2025-05-16 19:52:49,com.baidu.BaiduMap,71,0,1317,5100,43,48,117.54,33.88,51.05,2025-05-16,1,0.1696041144833379,False
Android 9,vivo X90,V13.0.1.0,VA715104,971857494645080,Monday,ID000249,1746475852,1746483980,2025-05-05 16:10:52,2025-05-05 18:26:20,com.tencent.qqlive,85,0,208,7920,190,89,3288.46,40.45,123.57,2025-05-05,1,0.08056692965023982,False
Android 9,vivo S15,V12.5.3.0,VA438273,924552792927394,Thursday,ID000250,1746635692,1746649494,2025-05-07 12:34:52,2025-05-07 16:24:54,com.tencent.tmgp.sgame,82,0,416,13386,153,93,1324.04,25.01,64.16,2025-05-07,1,0.12853762157098508,False
Android 9,vivo Y76s,V12.5.3.0,VA869649,431595907165977,Tuesday,ID000251,1748354752,1748364200,2025-05-27 10:05:52,2025-05-27 12:43:20,com.android.settings,71,1,1233,8215,155,9,452.55,3.94,62.49,2025-05-27,1,0.16725996975757723,False
Android 9,vivo iQOO 9,V13.0.1.0,VA770718,217216381494956,Thursday,ID000252,1748485132,1748500750,2025-05-28 22:18:52,2025-05-29 02:39:10,com.android.phone,36,1,14964,654,843,290,202.81,1596.33,261.16,2025-05-28,-1,-0.011601671660625201,True
Android 9,vivo Y76s,V13.1.2.0,VA378095,380956186254984,Saturday,ID000253,1748656192,1748659547,2025-05-30 21:49:52,2025-05-30 22:45:47,com.sankuai.meituan,88,0,1535,1820,22,54,51.6,106.81,81.55,2025-05-30,1,0.09238166145045107,False
Android 9,vivo Y76s,V12.1.0.0,VA497108,714765947406646,Thursday,ID000254,1748553352,1748568968,2025-05-29 17:15:52,2025-05-29 21:36:08,com.dianping.v1,70,0,1393,14223,185,33,478.1,8.35,50.26,2025-05-29,1,0.1229612079105652,False
Android 9,vivo X90,V12.5.3.0,VA121053,394004765191797,Monday,ID000255,1748660152,1748674333,2025-05-30 22:55:52,2025-05-31 02:52:13,com.baidu.BaiduMap,65,1,389,13792,29,75,268.38,19.58,26.4,2025-05-30,1,0.12135214944538292,False
Android 9,vivo NEX 3S,V13.1.2.0,VA552275,835929514059077,Tuesday,ID000256,1747180552,1747195421,2025-05-13 19:55:52,2025-05-14 00:03:41,com.youku.phone,32,1,14449,420,889,619,221.5,5305.71,365.11,2025-05-13,-1,-0.04782957331134852,True
Android 9,vivo NEX 3S,V12.5.3.0,VA411847,207989382985451,Monday,ID000257,1747765852,1747768919,2025-05-20 14:30:52,2025-05-20 15:21:59,com.alibaba.android.rimet,87,1,374,2693,102,5,981.82,6.68,125.6,2025-05-20,1,0.13128600749935465,False
Android 9,vivo NEX 3S,V11.2.1.0,VA603660,209196106130268,Monday,ID000258,1748330752,1748340537,2025-05-27 03:25:52,2025-05-27 06:08:57,com.UCMobile,85,1,227,9558,39,44,618.5,16.57,30.54,2025-05-27,1,0.15699557461963132,False
Android 9,vivo NEX 3S,V12.5.3.0,VA195563,712632596929248,Thursday,ID000259,1748394592,1748404137,2025-05-27 21:09:52,2025-05-27 23:48:57,com.dianping.v1,88,1,442,9103,21,38,171.04,15.03,22.25,2025-05-27,1,0.15384853701340723,False
Android 9,vivo X80,V12.5.3.0,VA691655,270153984104723,Sunday,ID000260,1746892792,1746909312,2025-05-10 11:59:52,2025-05-10 16:35:12,com.tencent.qqlive,34,0,14865,1655,1608,623,389.42,1355.17,486.17,2025-05-10,-1,-0.046317158490812194,True
Android 9,vivo iQOO 9,V13.1.2.0,VA981639,571336250504126,Friday,ID000261,1746998992,1747006723,2025-05-11 17:29:52,2025-05-11 19:38:43,com.qiyi.video,62,0,1035,6696,30,55,104.35,29.57,39.58,2025-05-11,1,0.14793000438643972,False
Android 9,vivo X90,V12.1.0.0,VA281276,242069755969322,Monday,ID000262,1747736572,1747750392,2025-05-20 06:22:52,2025-05-20 10:13:12,com.baidu.BaiduMap,76,0,1744,12076,47,81,97.02,24.15,33.34,2025-05-20,1,0.13848674995122262,False
Android 9,vivo X90,V12.1.0.0,VA683390,721556488801940,Wednesday,ID000263,1746505972,1746519332,2025-05-06 00:32:52,2025-05-06 04:15:32,com.sankuai.meituan,93,0,85,13275,169,80,7157.65,21.69,67.1,2025-05-06,1,0.01542421961760676,False
Android 9,vivo Y76s,V13.0.1.0,VA255398,761955678063799,Friday,ID000264,1746781612,1746786722,2025-05-09 05:06:52,2025-05-09 06:32:02,com.sankuai.meituan,82,1,1656,3454,83,73,180.43,76.09,109.9,2025-05-09,1,0.13625083471150118,False
Android 9,vivo Y76s,V12.1.0.0,VA699809,632604329980319,Monday,ID000265,1748407252,1748421512,2025-05-28 00:40:52,2025-05-28 04:38:32,com.jingdong.app.mall,62,1,1306,12954,187,56,515.47,15.56,61.35,2025-05-28,1,0.12683551007626492,False
Android 9,vivo NEX 3S,V13.0.1.0,VA151685,635048753870298,Wednesday,ID000266,1746410692,1746419142,2025-05-04 22:04:52,2025-05-05 00:25:42,com.android.phone,91,0,1685,6765,89,40,190.15,21.29,54.96,2025-05-04,1,0.1551483039525795,False
Android 9,vivo X80,V13.0.1.0,VA415076,937359598203301,Thursday,ID000267,1746758932,1746772606,2025-05-08 22:48:52,2025-05-09 02:36:46,com.netease.cloudmusic,88,1,1298,12376,32,29,88.75,8.44,16.06,2025-05-08,1,0.13868306800007257,False
Android 9,vivo NEX 3S,V12.1.0.0,VA896386,680138653942078,Sunday,ID000268,1748429212,1748434120,2025-05-28 06:46:52,2025-05-28 08:08:40,com.taobao.taobao,61,0,886,4022,144,77,585.1,68.92,162.1,2025-05-28,1,0.13003359352699473,False
Android 9,vivo X80,V13.1.2.0,VA361609,613914453841924,Monday,ID000269,1746321652,1746331871,2025-05-03 21:20:52,2025-05-04 00:11:11,com.android.phone,67,0,814,9405,139,55,614.74,21.05,68.34,2025-05-03,1,0.1778850831227709,False
Android 9,vivo X80,V12.5.3.0,VA612530,602268911893921,Tuesday,ID000270,1746221332,1746226576,2025-05-02 17:28:52,2025-05-02 18:56:16,com.ss.android.ugc.aweme,65,0,765,4479,76,100,357.65,80.38,120.82,2025-05-02,1,0.12058624074003899,False
Android 9,vivo Y76s,V13.1.2.0,VA270820,744308891076800,Sunday,ID000271,1746252712,1746266136,2025-05-03 02:11:52,2025-05-03 05:55:36,com.qiyi.video,86,0,521,12903,62,39,428.41,10.88,27.09,2025-05-03,1,0.16554477916602656,False
Android 9,vivo NEX 3S,V13.1.2.0,VA597126,248974855590783,Saturday,ID000272,1748366092,1748379207,2025-05-27 13:14:52,2025-05-27 16:53:27,com.jingdong.app.mall,23,1,11870,1245,1125,481,341.2,1390.84,440.84,2025-05-27,-1,-0.005745767181582817,True
Android 9,vivo Y76s,V12.5.3.0,VA328808,440184889132415,Saturday,ID000273,1747417252,1747427507,2025-05-16 13:40:52,2025-05-16 16:31:47,com.android.systemui,95,1,75,10180,179,52,8592.0,18.39,81.09,2025-05-16,1,0.021546018928547905,False
Android 9,vivo S15,V13.1.2.0,VA605139,478618821189634,Wednesday,ID000274,1747102252,1747117105,2025-05-12 22:10:52,2025-05-13 02:18:25,com.sina.weibo,72,0,1403,13450,176,43,451.6,11.51,53.08,2025-05-12,1,0.14700254716917877,False
Android 9,vivo X90,V11.2.1.0,VA523727,459822312113148,Saturday,ID000275,1748441092,1748447807,2025-05-28 10:04:52,2025-05-28 11:56:47,com.tencent.mm,84,0,665,6050,117,56,633.38,33.32,92.75,2025-05-28,1,0.1764312823956623,False
Android 9,vivo S15,V13.0.1.0,VA819656,818679173879936,Sunday,ID000276,1747496632,1747503008,2025-05-17 11:43:52,2025-05-17 13:30:08,com.ss.android.ugc.aweme,71,0,1791,4585,178,76,357.79,59.67,143.41,2025-05-17,1,0.1205551086401837,False
Android 9,vivo Y76s,V13.0.1.0,VA876909,916487278772721,Sunday,ID000277,1747380172,1747384835,2025-05-16 03:22:52,2025-05-16 04:40:35,com.ss.android.ugc.aweme,74,1,1400,3263,66,50,169.71,55.16,89.56,2025-05-16,1,0.16736957581253997,False
Android 9,vivo S15,V12.5.3.0,VA373216,431071479084564,Thursday,ID000278,1746524152,1746549734,2025-05-06 05:35:52,2025-05-06 12:42:14,com.netease.cloudmusic,25,0,24387,1195,1688,272,249.18,819.41,275.82,2025-05-06,-1,-0.05560274533586829,True
Android 9,vivo NEX 3S,V12.1.0.0,VA655575,565116174813928,Monday,ID000279,1746521872,1746531137,2025-05-06 04:57:52,2025-05-06 07:32:17,com.baidu.BaiduMap,69,0,761,8504,155,63,733.25,26.67,84.71,2025-05-06,1,0.17856590247048953,False
Android 9,vivo X90,V12.1.0.0,VA448787,452870977526520,Saturday,ID000280,1748781472,1748787652,2025-06-01 08:37:52,2025-06-01 10:20:52,com.alibaba.android.rimet,91,0,1618,4562,157,25,349.32,19.73,106.02,2025-06-01,1,0.14787671441316835,False
Android 9,vivo iQOO 9,V12.1.0.0,VA764259,554181750950821,Thursday,ID000281,1746222112,1746243610,2025-05-02 17:41:52,2025-05-02 23:40:10,com.android.chrome,40,1,21090,408,1996,582,340.71,5135.29,431.71,2025-05-02,-1,-0.07891361175846257,True
Android 9,vivo iQOO 9,V13.0.1.0,VA118786,104645766258132,Saturday,ID000282,1746856312,1746863990,2025-05-10 01:51:52,2025-05-10 03:59:50,com.qiyi.video,84,1,765,6913,43,18,202.35,9.37,28.6,2025-05-10,1,0.17649775583702448,False
Android 9,vivo X80,V13.1.2.0,VA963862,435742084854451,Wednesday,ID000283,1747575172,1747584828,2025-05-18 09:32:52,2025-05-18 12:13:48,com.UCMobile,81,1,751,8905,185,22,886.82,8.89,77.17,2025-05-18,1,0.16213674207981238,False
Android 9,vivo X80,V13.0.1.0,VA951452,121532403608788,Tuesday,ID000284,1748181472,1748193037,2025-05-25 09:57:52,2025-05-25 13:10:37,com.autonavi.minimap,67,0,104,11461,139,26,4811.54,8.17,51.36,2025-05-25,1,0.07812486069257035,False
Android 9,vivo Y76s,V12.5.3.0,VA908713,801589499431496,Monday,ID000285,1747221832,1747225727,2025-05-14 07:23:52,2025-05-14 08:28:47,com.sankuai.meituan,67,1,1772,2123,22,93,44.7,157.7,106.29,2025-05-14,1,0.0645893543211965,False
Android 9,vivo Y76s,V13.1.2.0,VA673867,634123218433272,Saturday,ID000286,1748499712,1748506524,2025-05-29 02:21:52,2025-05-29 04:15:24,com.android.phone,66,1,79,6733,117,89,5331.65,47.59,108.87,2025-05-29,1,0.053365619443381807,False
Android 9,vivo iQOO 9,V11.2.1.0,VA834764,571553638475275,Sunday,ID000287,1746437632,1746444364,2025-05-05 05:33:52,2025-05-05 07:26:04,com.netease.cloudmusic,91,0,301,6431,39,18,466.45,10.08,30.48,2025-05-05,1,0.1428900777086592,False
Android 9,vivo S15,V11.2.1.0,VA311469,891997801612256,Thursday,ID000288,1748073832,1748087392,2025-05-24 04:03:52,2025-05-24 07:49:52,com.android.chrome,75,0,485,13075,133,47,987.22,12.94,47.79,2025-05-24,1,0.15544833488013643,False
Android 9,vivo NEX 3S,V13.1.2.0,VA215795,746439115015785,Saturday,ID000289,1747558852,1747572719,2025-05-18 05:00:52,2025-05-18 08:51:59,com.android.systemui,76,0,213,13654,195,17,3295.77,4.48,55.04,2025-05-18,1,0.07337746367936249,False
Android 9,vivo Y76s,V12.5.3.0,VA376955,156386324717972,Monday,ID000290,1746601852,1746615710,2025-05-07 03:10:52,2025-05-07 07:01:50,com.tencent.mobileqq,23,0,13121,737,1886,520,517.46,2540.03,625.03,2025-05-07,-1,-0.051964156821875496,True
Android 9,vivo X90,V13.1.2.0,VA993385,846869637370230,Saturday,ID000291,1748400232,1748407760,2025-05-27 22:43:52,2025-05-28 00:49:20,com.baidu.BaiduMap,83,0,1333,6195,197,16,532.03,9.3,101.86,2025-05-27,1,0.13614995430861826,False
Android 9,vivo X90,V12.1.0.0,VA519692,614017229140360,Wednesday,ID000292,1746577312,1746587719,2025-05-06 20:21:52,2025-05-06 23:15:19,com.sina.weibo,67,0,1698,8709,176,26,373.14,10.75,69.88,2025-05-06,1,0.1432912298808633,False
Android 9,vivo X80,V13.1.2.0,VA536236,765126844114976,Thursday,ID000293,1746642172,1746651504,2025-05-07 14:22:52,2025-05-07 16:58:24,com.android.phone,61,0,1311,8021,101,83,277.35,37.25,70.98,2025-05-07,1,0.14754165455555213,False
Android 9,vivo Y76s,V12.1.0.0,VA218423,563065711205146,Thursday,ID000294,1748774992,1748788420,2025-06-01 06:49:52,2025-06-01 10:33:40,com.android.phone,74,1,85,13343,183,72,7750.59,19.43,68.36,2025-06-01,1,0.01205953457241482,False
Android 9,vivo iQOO 9,V11.2.1.0,VA821673,796075473729806,Monday,ID000295,1747667992,1747681434,2025-05-19 11:19:52,2025-05-19 15:03:54,com.sina.weibo,84,0,768,12674,183,87,857.81,24.71,72.31,2025-05-19,1,0.14073313140611282,False
Android 9,vivo X90,V13.0.1.0,VA630126,628374817485192,Sunday,ID000296,1747555312,1747561774,2025-05-18 04:01:52,2025-05-18 05:49:34,com.qiyi.video,63,0,716,5746,94,40,472.63,25.06,74.65,2025-05-18,1,0.16939169013945332,False
Android 9,vivo iQOO 9,V12.1.0.0,VA522866,364586379767464,Monday,ID000297,1747606492,1747616698,2025-05-18 18:14:52,2025-05-18 21:04:58,com.UCMobile,67,0,240,9966,124,45,1860.0,16.26,59.61,2025-05-18,1,0.14575224359293432,False
Android 9,vivo X90,V12.1.0.0,VA532368,727271537543169,Friday,ID000298,1748859352,1748872924,2025-06-02 06:15:52,2025-06-02 10:02:04,com.netease.cloudmusic,95,1,1327,12245,87,70,236.02,20.58,41.64,2025-06-02,1,0.13803743032995902,False
Android 9,vivo S15,V12.5.3.0,VA965401,473767185857863,Friday,ID000299,1746725272,1746734429,2025-05-08 13:27:52,2025-05-08 16:00:29,com.tencent.mobileqq,67,0,1405,7752,193,62,494.52,28.79,100.25,2025-05-08,1,0.14664121782686257,False
Android 9,vivo X90,V12.5.3.0,VA472390,813440581862708,Sunday,ID000300,1748028772,1748031599,2025-05-23 15:32:52,2025-05-23 16:19:59,com.sankuai.meituan,68,0,277,2550,52,68,675.81,96.0,152.81,2025-05-23,1,0.11742998703533908,False
Android 9,vivo S15,V11.2.1.0,VA305438,235945110345777,Sunday,ID000301,1747809412,1747823405,2025-05-21 02:36:52,2025-05-21 06:30:05,com.tencent.mm,86,0,450,13543,96,18,768.0,4.78,29.33,2025-05-21,1,0.14885084855142866,False
Android 9,vivo Y76s,V12.1.0.0,VA790441,251588741257128,Thursday,ID000302,1748809132,1748828631,2025-06-01 16:18:52,2025-06-01 21:43:51,com.qiyi.video,39,0,17782,1717,1698,694,343.76,1455.1,441.62,2025-06-01,-1,-0.061882683778566094,True
Android 9,vivo NEX 3S,V11.2.1.0,VA282085,216591733612799,Thursday,ID000303,1746984472,1746993666,2025-05-11 13:27:52,2025-05-11 16:01:06,com.eg.android.AlipayGphone,75,1,1092,8102,117,82,385.71,36.44,77.92,2025-05-11,1,0.17325210008850078,False
Android 9,vivo S15,V12.5.3.0,VA574843,250164103178834,Tuesday,ID000304,1747675312,1747683118,2025-05-19 13:21:52,2025-05-19 15:31:58,com.youku.phone,80,0,1109,6697,189,75,613.53,40.32,121.75,2025-05-19,1,0.14018818804862437,False
Android 9,vivo X80,V13.0.1.0,VA754487,427163612096428,Saturday,ID000305,1747843072,1747849176,2025-05-21 11:57:52,2025-05-21 13:39:36,com.tencent.mobileqq,80,1,1391,4713,138,74,357.15,56.52,125.03,2025-05-21,1,0.15000666787451183,False
Android 9,vivo iQOO 9,V12.1.0.0,VA711116,899528207438081,Thursday,ID000306,1746968932,1746978297,2025-05-11 09:08:52,2025-05-11 11:44:57,com.android.chrome,66,1,645,8720,13,71,72.56,29.31,32.29,2025-05-11,1,0.13686205578519356,False
Android 9,vivo X80,V13.1.2.0,VA802812,325069414327960,Wednesday,ID000307,1746776872,1746780047,2025-05-09 03:47:52,2025-05-09 04:40:47,com.youku.phone,73,0,359,2816,186,42,1865.18,53.69,258.52,2025-05-09,1,0.09747888294376134,False
Android 9,vivo S15,V12.1.0.0,VA207458,932595196593604,Friday,ID000308,1746508732,1746515280,2025-05-06 01:18:52,2025-05-06 03:08:00,com.android.phone,78,0,856,5692,140,94,588.79,59.45,128.65,2025-05-06,1,0.14289003742799256,False
Android 9,vivo Y76s,V12.1.0.0,VA536801,987335762422679,Saturday,ID000309,1747944172,1747956422,2025-05-22 16:02:52,2025-05-22 19:27:02,com.tencent.tmgp.sgame,36,1,11835,415,1770,653,538.4,5664.58,712.07,2025-05-22,-1,-0.0987607260049741,True
Android 9,vivo iQOO 9,V11.2.1.0,VA874320,321206292173218,Sunday,ID000310,1746859672,1746864150,2025-05-10 02:47:52,2025-05-10 04:02:30,com.tencent.mobileqq,92,1,1458,3020,57,27,140.74,32.19,67.53,2025-05-10,1,0.14448238413095965,False
Android 9,vivo X90,V12.1.0.0,VA392670,397506185232218,Tuesday,ID000311,1748369512,1748379688,2025-05-27 14:11:52,2025-05-27 17:01:28,com.sina.weibo,62,1,736,9440,191,24,934.24,9.15,76.06,2025-05-27,1,0.13833387997349605,False
Android 9,vivo iQOO 9,V13.1.2.0,VA911242,804103763186686,Friday,ID000312,1746546412,1746558457,2025-05-06 11:46:52,2025-05-06 15:07:37,com.qiyi.video,80,0,1232,10813,101,14,295.13,4.66,34.37,2025-05-06,1,0.16318074210357847,False
Android 9,vivo X80,V11.2.1.0,VA171488,668738651322443,Tuesday,ID000313,1747683112,1747689311,2025-05-19 15:31:52,2025-05-19 17:15:11,com.baidu.BaiduMap,81,1,775,5424,64,89,297.29,59.07,88.85,2025-05-19,1,0.16107976820167869,False
Android 9,vivo S15,V13.0.1.0,VA889216,697290872447801,Thursday,ID000314,1747328752,1747338621,2025-05-15 13:05:52,2025-05-15 15:50:21,com.tencent.mm,75,1,768,9101,71,87,332.81,34.41,57.64,2025-05-15,1,0.17888647806268643,False
Android 9,vivo Y76s,V13.1.2.0,VA504620,708250075540266,Saturday,ID000315,1748088472,1748098052,2025-05-24 08:07:52,2025-05-24 10:47:32,com.UCMobile,88,0,1637,7943,141,70,310.08,31.73,79.29,2025-05-24,1,0.1576524159702667,False
Android 9,vivo S15,V13.0.1.0,VA435872,192713371212385,Monday,ID000316,1748374312,1748380488,2025-05-27 15:31:52,2025-05-27 17:14:48,com.android.phone,37,1,5745,431,1872,418,1173.05,3491.42,1334.84,2025-05-27,-1,-0.1286430491899231,True
Android 9,vivo X90,V13.0.1.0,VA663876,891218139750252,Saturday,ID000317,1746746692,1746760936,2025-05-08 19:24:52,2025-05-08 23:22:16,com.dianping.v1,61,1,207,14037,185,24,3217.39,6.16,52.82,2025-05-08,1,0.06824374229616847,False
Android 9,vivo X90,V13.1.2.0,VA176806,300399112143678,Sunday,ID000318,1748116912,1748123475,2025-05-24 16:01:52,2025-05-24 17:51:15,com.android.systemui,88,1,526,6037,114,54,780.23,32.2,92.15,2025-05-24,1,0.17385225060314585,False
Android 9,vivo Y76s,V12.5.3.0,VA117711,858067695609076,Monday,ID000319,1747398292,1747412666,2025-05-16 08:24:52,2025-05-16 12:24:26,com.alibaba.android.rimet,62,1,189,14185,200,79,3809.52,20.05,69.88,2025-05-16,1,0.03464107348553047,False
Android 9,vivo iQOO 9,V13.1.2.0,VA403915,872229909561169,Wednesday,ID000320,1747219672,1747228677,2025-05-14 06:47:52,2025-05-14 09:17:57,com.UCMobile,61,0,956,8049,111,89,417.99,39.81,79.96,2025-05-14,1,0.146736307219892,False
Android 9,vivo iQOO 9,V13.0.1.0,VA243006,540220175254452,Sunday,ID000321,1746647272,1746654310,2025-05-07 15:47:52,2025-05-07 17:45:10,com.android.chrome,83,0,355,6683,183,98,1855.77,52.79,143.73,2025-05-07,1,0.09416398250536895,False
Android 9,vivo X90,V13.1.2.0,VA105274,771773999607711,Thursday,ID000322,1747339252,1747354791,2025-05-15 16:00:52,2025-05-15 20:19:51,com.sankuai.meituan,73,0,1592,13947,195,49,440.95,12.65,56.53,2025-05-15,1,0.12609266523092127,False
Android 9,vivo X80,V13.0.1.0,VA331512,318791014543228,Monday,ID000323,1748358892,1748373168,2025-05-27 11:14:52,2025-05-27 15:12:48,com.alibaba.android.rimet,95,1,171,14105,150,64,3157.89,16.33,53.96,2025-05-27,1,0.0836114249144636,False
